UNIDADE,FAIXA_ETARIA,SEXO,CURSO,DATA_MATRICULA,STATUS,ATIVO
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/1/2024,FORMADO,1
Paraná,30+,MASCULINO ,TÉCNICO EM ELETRÔNICA,1/1/2024,SALDADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM ADMINISTRAÇÃO,1/1/2024,SALDADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM LOGÍSTICA,1/1/2024,FORMADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/1/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM MECATRÔNICA,1/1/2024,SALDADO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/2/2024,SALDADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM LOGÍSTICA,1/2/2024,SALDADO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/2/2024,FORMADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM SEGURANÇA DO TRABALHO,1/2/2024,DESISTENTE OU TRANCADO,0
São Paulo,18-29,MASCULINO ,TÉCNICO EM ADMINISTRAÇÃO,1/2/2024,DESISTENTE OU TRANCADO,0
São Paulo,30+,FEMININO  ,TÉCNICO EM ADMINISTRAÇÃO,1/2/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/2/2024,SALDADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/2/2024,FORMADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/2/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM AUTOMAÇÃO INDUSTRIAL,1/2/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM SEGURANÇA DO TRABALHO,1/2/2024,ATIVO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/2/2024,DESISTENTE OU TRANCADO,0
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/2/2024,FORMADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/2/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/3/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM ADMINISTRAÇÃO,1/3/2024,SALDADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM SEGURANÇA DO TRABALHO,1/3/2024,DESISTENTE OU TRANCADO,0
Paraná,18-29,MASCULINO ,TÉCNICO EM ELETRÔNICA,1/3/2024,SALDADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM AUTOMAÇÃO INDUSTRIAL,1/3/2024,DESISTENTE OU TRANCADO,0
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/3/2024,DESISTENTE OU TRANCADO,0
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/3/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/3/2024,SALDADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM ELETRÔNICA,1/3/2024,SALDADO,1
São Paulo,30+,FEMININO  ,EJA,1/3/2024,CURSO SEM CERTIFICACAO (CONCLUIDO),0
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/3/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,30+,FEMININO  ,EJA,1/3/2024,TRANSFERIDO,0
São Paulo,18-29,MASCULINO ,TÉCNICO EM ELETROTÉCNICA,1/3/2024,SALDADO,1
São Paulo,30+,FEMININO  ,EJA,1/3/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/3/2024,DESISTENTE OU TRANCADO,0
São Paulo,30+,MASCULINO ,TÉCNICO EM ADMINISTRAÇÃO,1/3/2024,DESISTENTE OU TRANCADO,0
São Paulo,30+,FEMININO  ,TÉCNICO EM ADMINISTRAÇÃO,1/3/2024,ATIVO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/3/2024,DESISTENTE OU TRANCADO,0
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/3/2024,FORMADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM CONTABILIDADE,1/3/2024,FORMADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/3/2024,FORMADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM ELETRÔNICA,1/3/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/3/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM CONTABILIDADE,1/3/2024,SALDADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/3/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM ELETROTÉCNICA,1/3/2024,DESISTENTE OU TRANCADO,0
São Paulo,30+,MASCULINO ,EJA,1/3/2024,CURSO SEM CERTIFICACAO (CONCLUIDO),0
São Paulo,30+,MASCULINO ,TÉCNICO EM ELETRÔNICA,1/3/2024,FORMADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM ADMINISTRAÇÃO,1/3/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM ELETROTÉCNICA,1/3/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM AUTOMAÇÃO INDUSTRIAL,1/3/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM LOGÍSTICA,1/3/2024,FORMADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM MECATRÔNICA,1/3/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/3/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM SEGURANÇA DO TRABALHO,1/3/2024,ATIVO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/4/2024,PRAZO REGULAMENTAR VENCIDO,1
Paraná,30+,MASCULINO ,TÉCNICO EM LOGÍSTICA,1/4/2024,SALDADO,1
Paraná,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/4/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,18-29,FEMININO  ,EJA,1/4/2024,ATIVO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/4/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/4/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/4/2024,FORMADO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM ELETRÔNICA,1/4/2024,SALDADO,1
São Paulo,30+,MASCULINO ,EJA,1/4/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,18-29,MASCULINO ,EJA,1/4/2024,CURSO SEM CERTIFICACAO (CONCLUIDO),0
São Paulo,30+,FEMININO  ,TÉCNICO EM SECRETARIADO,1/4/2024,DESISTENTE OU TRANCADO,0
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/4/2024,DESISTENTE OU TRANCADO,0
São Paulo,30+,MASCULINO ,TÉCNICO EM ADMINISTRAÇÃO,1/4/2024,FORMADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM MECATRÔNICA,1/4/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM SEGURANÇA DO TRABALHO,1/4/2024,ATIVO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM MECATRÔNICA,1/4/2024,DESISTENTE OU TRANCADO,0
São Paulo,30+,MASCULINO ,TÉCNICO EM CONTABILIDADE,1/4/2024,ATIVO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/4/2024,ATIVO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM SEGURANÇA DO TRABALHO,1/4/2024,SALDADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/4/2024,FORMADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/4/2024,DESISTENTE OU TRANCADO,0
São Paulo,30+,MASCULINO ,TÉCNICO EM ELETRÔNICA,1/4/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/4/2024,FORMADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/4/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/4/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM ELETRÔNICA,1/5/2024,ATIVO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM MECATRÔNICA,1/5/2024,FORMADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/5/2024,FORMADO,1
São Paulo,14-17,MASCULINO ,EJA,1/5/2024,FORMADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/5/2024,DESISTENTE OU TRANCADO,0
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/5/2024,FORMADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/5/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,18-29,FEMININO  ,EJA,1/5/2024,JUBILADO,0
São Paulo,30+,FEMININO  ,EJA,1/5/2024,JUBILADO,0
São Paulo,30+,FEMININO  ,EJA,1/5/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/5/2024,FORMADO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM SECRETARIA ESCOLAR,1/5/2024,SALDADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/5/2024,SALDADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM ADMINISTRAÇÃO,1/5/2024,FORMADO,1
São Paulo,30+,MASCULINO ,EJA,1/5/2024,CURSO SEM CERTIFICACAO (CONCLUIDO),0
São Paulo,18-29,MASCULINO ,TÉCNICO EM ENFERMAGEM,1/5/2024,CURSO SEM CERTIFICACAO (CONCLUIDO),0
São Paulo,30+,MASCULINO ,TÉCNICO EM ADMINISTRAÇÃO,1/5/2024,SALDADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM MECATRÔNICA,1/5/2024,DESISTENTE OU TRANCADO,0
São Paulo,30+,MASCULINO ,TÉCNICO EM ADMINISTRAÇÃO,1/5/2024,FORMADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM ENFERMAGEM,1/5/2024,DESISTENTE OU TRANCADO,0
São Paulo,30+,MASCULINO ,TÉCNICO EM SEGURANÇA DO TRABALHO,1/5/2024,DESISTENTE OU TRANCADO,0
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/5/2024,DESISTENTE OU TRANCADO,0
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/5/2024,ATIVO,1
São Paulo,30+,FEMININO  ,EJA,1/5/2024,TRANSFERIDO,0
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/5/2024,FORMADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/5/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/5/2024,SALDADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM SEGURANÇA DO TRABALHO,1/5/2024,SALDADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/5/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM ELETRÔNICA,1/5/2024,SALDADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/6/2024,FORMADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM MECATRÔNICA,1/6/2024,ATIVO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM CONTABILIDADE,1/6/2024,ATIVO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/6/2024,FORMADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/6/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM ELETROTÉCNICA,1/6/2024,ATIVO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM ELETRÔNICA,1/6/2024,FORMADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM SEGURANÇA DO TRABALHO,1/6/2024,FORMADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/6/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/6/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/7/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/7/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,18-29,FEMININO  ,EJA,1/8/2024,JUBILADO,0
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/8/2024,DESISTENTE OU TRANCADO,0
Minas Gerais,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/8/2024,SALDADO,1
Minas Gerais,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/8/2024,FORMADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM SEGURANÇA DO TRABALHO,1/8/2024,ATIVO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/8/2024,FORMADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM ELETRÔNICA,1/8/2024,DESISTENTE OU TRANCADO,0
Minas Gerais,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/8/2024,FORMADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/8/2024,FORMADO,1
São Paulo,18-29,MASCULINO ,EJA,1/8/2024,TRANSFERIDO,0
São Paulo,30+,FEMININO  ,EJA,1/8/2024,TRANSFERIDO,0
São Paulo,18-29,FEMININO  ,TÉCNICO EM ADMINISTRAÇÃO,1/8/2024,ATIVO,1
São Paulo,30+,MASCULINO ,EJA,1/8/2024,SALDADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM ELETRÔNICA,1/8/2024,SALDADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM SECRETARIADO,1/8/2024,ATIVO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM ADMINISTRAÇÃO,1/8/2024,SALDADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM SECRETARIADO,1/8/2024,SALDADO,1
São Paulo,30+,FEMININO  ,EJA,1/8/2024,FORMADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/8/2024,DESISTENTE OU TRANCADO,0
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/8/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/8/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM AUTOMAÇÃO INDUSTRIAL,1/8/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM ELETROTÉCNICA,1/8/2024,SALDADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM REDES DE COMPUTADORES,1/8/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/8/2024,DESISTENTE OU TRANCADO,0
São Paulo,30+,MASCULINO ,TÉCNICO EM CONTABILIDADE,1/8/2024,SALDADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/8/2024,DESISTENTE OU TRANCADO,0
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/8/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/8/2024,FORMADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/8/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,30+,FEMININO  ,EJA,1/8/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM LOGÍSTICA,1/8/2024,FORMADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/8/2024,FORMADO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/9/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,18-29,MASCULINO ,EJA,1/9/2024,ATIVO,1
Paraná,18-29,MASCULINO ,TÉCNICO EM ADMINISTRAÇÃO,1/9/2024,DESISTENTE OU TRANCADO,0
São Paulo,18-29,FEMININO  ,EJA,1/9/2024,TRANSFERIDO,0
São Paulo,18-29,MASCULINO ,TÉCNICO EM ADMINISTRAÇÃO,1/9/2024,SALDADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM LOGÍSTICA,1/9/2024,SALDADO,1
Paraná,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/9/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM ELETRÔNICA,1/9/2024,ATIVO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM MECATRÔNICA,1/9/2024,SALDADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/9/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,18-29,FEMININO  ,EJA,1/9/2024,DESISTENTE OU TRANCADO,0
São Paulo,18-29,MASCULINO ,TÉCNICO EM ELETRÔNICA,1/9/2024,SALDADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/9/2024,DESISTENTE OU TRANCADO,0
São Paulo,30+,MASCULINO ,TÉCNICO EM AUTOMAÇÃO INDUSTRIAL,1/9/2024,ATIVO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/9/2024,SALDADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM ELETROTÉCNICA,1/9/2024,ATIVO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/9/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM SEGURANÇA DO TRABALHO,1/9/2024,ATIVO,1
São Paulo,18-29,MASCULINO ,EJA,1/9/2024,DESISTENTE OU TRANCADO,0
São Paulo,30+,FEMININO  ,TÉCNICO EM ADMINISTRAÇÃO,1/9/2024,SALDADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM MECATRÔNICA,1/9/2024,FORMADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/9/2024,DESISTENTE OU TRANCADO,0
São Paulo,18-29,MASCULINO ,TÉCNICO EM ADMINISTRAÇÃO,1/9/2024,ATIVO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/9/2024,DESISTENTE OU TRANCADO,0
São Paulo,30+,MASCULINO ,TÉCNICO EM ELETRÔNICA,1/9/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/9/2024,FORMADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM SEGURANÇA DO TRABALHO,1/9/2024,DESISTENTE OU TRANCADO,0
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/9/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM ELETROTÉCNICA,1/9/2024,DESISTENTE OU TRANCADO,0
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/9/2024,SALDADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/9/2024,FORMADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/9/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,30+,FEMININO  ,EJA,1/9/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM SEGURANÇA DO TRABALHO,1/9/2024,FORMADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/9/2024,ATIVO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/10/2024,ATIVO,1
Paraná,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/10/2024,SALDADO,1
Paraná,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/10/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/10/2024,FORMADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/10/2024,DESISTENTE OU TRANCADO,0
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/10/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,18-29,MASCULINO ,EJA,1/10/2024,ATIVO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM SEGURANÇA DO TRABALHO,1/10/2024,DESISTENTE OU TRANCADO,0
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/10/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM AUTOMAÇÃO INDUSTRIAL,1/10/2024,ATIVO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM ELETROTÉCNICA,1/10/2024,SALDADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/10/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,30+,MASCULINO ,EJA,1/10/2024,TRANSFERIDO,0
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/10/2024,DESISTENTE OU TRANCADO,0
São Paulo,30+,FEMININO  ,EJA,1/10/2024,JUBILADO,0
São Paulo,30+,FEMININO  ,EJA,1/10/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM ELETROTÉCNICA,1/10/2024,ATIVO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/10/2024,ATIVO,1
São Paulo,30+,FEMININO  ,EJA,1/10/2024,TRANSFERIDO,0
São Paulo,30+,MASCULINO ,EJA,1/10/2024,JUBILADO,0
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/10/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/10/2024,FORMADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/10/2024,FORMADO,1
São Paulo,30+,MASCULINO ,EJA,1/10/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/10/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM CONTABILIDADE,1/10/2024,DESISTENTE OU TRANCADO,0
São Paulo,30+,MASCULINO ,TÉCNICO EM LOGÍSTICA,1/10/2024,ATIVO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM SECRETARIA ESCOLAR,1/10/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM SEGURANÇA DO TRABALHO,1/10/2024,FORMADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM SEGURANÇA DO TRABALHO,1/10/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/10/2024,SALDADO,1
Paraná,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/11/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM SEGURANÇA DO TRABALHO,1/11/2024,SALDADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM ADMINISTRAÇÃO,1/11/2024,DESISTENTE OU TRANCADO,0
São Paulo,18-29,MASCULINO ,TÉCNICO EM CONTABILIDADE,1/11/2024,SALDADO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM ADMINISTRAÇÃO,1/11/2024,SALDADO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/11/2024,PRAZO REGULAMENTAR VENCIDO,1
