UNIDADE,FAIXA_ETARIA,SEXO,CURSO,DATA_MATRICULA,STATUS,ATIVO
Paraná,30+,FEMININO  ,TÉCNICO EM ADMINISTRAÇÃO,10/22/2024,SALDADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/22/2024,DESISTENTE OU TRANCADO,0
Paraná,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/22/2024,ATIVO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/22/2024,SALDADO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/22/2024,FORMADO,1
São Paulo,30+,MASCULINO ,EJA,10/22/2024,ATIVO,1
Paraná,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/22/2024,SALDADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM LOGÍSTICA,10/22/2024,SALDADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM ADMINISTRAÇÃO,10/22/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM ELETRÔNICA,10/22/2024,ATIVO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM SEGURANÇA DO TRABALHO,10/22/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM SEGURANÇA DO TRABALHO,10/22/2024,ATIVO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM AUTOMAÇÃO INDUSTRIAL,10/22/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/22/2024,DESISTENTE OU TRANCADO,0
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/22/2024,ATIVO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM SEGURANÇA DO TRABALHO,10/22/2024,SALDADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/22/2024,ATIVO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/22/2024,FORMADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/22/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/22/2024,SALDADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/22/2024,FORMADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/22/2024,TRANSFERIDO,0
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/22/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM ELETROTÉCNICA,10/22/2024,ATIVO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM ELETROTÉCNICA,10/22/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/22/2024,ATIVO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM ELETRÔNICA,10/23/2024,ATIVO,1
Paraná,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/23/2024,SALDADO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/23/2024,ATIVO,1
Paraná,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/23/2024,DESISTENTE OU TRANCADO,0
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/23/2024,DESISTENTE OU TRANCADO,0
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/23/2024,DESISTENTE OU TRANCADO,0
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/23/2024,SALDADO,1
Paraná,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/23/2024,SALDADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM SECRETARIA ESCOLAR,10/23/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM ELETROTÉCNICA,10/23/2024,ATIVO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM SEGURANÇA DO TRABALHO,10/23/2024,SALDADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/23/2024,ATIVO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/23/2024,ATIVO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM SEGURANÇA DO TRABALHO,10/23/2024,ATIVO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/23/2024,SALDADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/23/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/23/2024,SALDADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM CONTABILIDADE,10/23/2024,ATIVO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM SEGURANÇA DO TRABALHO,10/23/2024,SALDADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/23/2024,FORMADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM ELETROTÉCNICA,10/23/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/23/2024,ATIVO,1
Paraná,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/24/2024,SALDADO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/24/2024,ATIVO,1
Paraná,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/24/2024,SALDADO,1
Paraná,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/24/2024,ATIVO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/24/2024,SALDADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/24/2024,SALDADO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM SECRETARIADO,10/24/2024,SALDADO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/24/2024,FORMADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM ELETROTÉCNICA,10/24/2024,SALDADO,1
São Paulo,30+,MASCULINO ,EJA,10/24/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM SEGURANÇA DO TRABALHO,10/24/2024,ATIVO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/24/2024,ATIVO,1
São Paulo,30+,MASCULINO ,EJA,10/24/2024,ATIVO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM ELETROTÉCNICA,10/24/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM MECATRÔNICA,10/24/2024,SALDADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/24/2024,ATIVO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/24/2024,FORMADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM SEGURANÇA DO TRABALHO,10/24/2024,SALDADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/24/2024,DESISTENTE OU TRANCADO,0
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/24/2024,ATIVO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/24/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/24/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM ELETROTÉCNICA,10/24/2024,ATIVO,1
Paraná,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/25/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/25/2024,DESISTENTE OU TRANCADO,0
Paraná,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/25/2024,SALDADO,1
Paraná,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/25/2024,SALDADO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/25/2024,SALDADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/25/2024,ATIVO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/25/2024,ATIVO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/25/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM SEGURANÇA DO TRABALHO,10/25/2024,SALDADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/25/2024,DESISTENTE OU TRANCADO,0
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/25/2024,ATIVO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/25/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM ELETROTÉCNICA,10/25/2024,DESISTENTE OU TRANCADO,0
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/25/2024,ATIVO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/25/2024,SALDADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM LOGÍSTICA,10/26/2024,DESISTENTE OU TRANCADO,0
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/26/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/26/2024,ATIVO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/26/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/26/2024,DESISTENTE OU TRANCADO,0
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/26/2024,SALDADO,1
Minas Gerais,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/28/2024,SALDADO,1
Paraná,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/28/2024,SALDADO,1
Paraná,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/28/2024,ATIVO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM AUTOMAÇÃO INDUSTRIAL,10/28/2024,SALDADO,1
Paraná,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/28/2024,ATIVO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/28/2024,DESISTENTE OU TRANCADO,0
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/28/2024,SALDADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/28/2024,SALDADO,1
Paraná,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/28/2024,SALDADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/28/2024,DESISTENTE OU TRANCADO,0
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/28/2024,ATIVO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/28/2024,ATIVO,1
São Paulo,18-29,MASCULINO ,EJA,10/28/2024,ATIVO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/28/2024,SALDADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/28/2024,DESISTENTE OU TRANCADO,0
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/28/2024,DESISTENTE OU TRANCADO,0
São Paulo,18-29,MASCULINO ,TÉCNICO EM ELETROTÉCNICA,10/28/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/28/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM ELETRÔNICA,10/28/2024,SALDADO,1
Minas Gerais,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/29/2024,SALDADO,1
Minas Gerais,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/29/2024,SALDADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/29/2024,FORMADO,1
Paraná,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/29/2024,SALDADO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/29/2024,SALDADO,1
Paraná,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/29/2024,SALDADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/29/2024,SALDADO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/29/2024,DESISTENTE OU TRANCADO,0
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/29/2024,ATIVO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/29/2024,ATIVO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM SEGURANÇA DO TRABALHO,10/29/2024,SALDADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/29/2024,FORMADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/29/2024,DESISTENTE OU TRANCADO,0
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/29/2024,DESISTENTE OU TRANCADO,0
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/29/2024,ATIVO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/29/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM ELETROTÉCNICA,10/29/2024,SALDADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/29/2024,ATIVO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/29/2024,DESISTENTE OU TRANCADO,0
São Paulo,30+,MASCULINO ,TÉCNICO EM AUTOMAÇÃO INDUSTRIAL,10/29/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/29/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/29/2024,FORMADO,1
Minas Gerais,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/30/2024,FORMADO,1
São Paulo,18-29,MASCULINO ,EJA,10/30/2024,CURSO SEM CERTIFICACAO (CONCLUIDO),0
Paraná,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/30/2024,SALDADO,1
Paraná,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/30/2024,ATIVO,1
Minas Gerais,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/30/2024,SALDADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/30/2024,ATIVO,1
São Paulo,18-29,FEMININO  ,EJA,10/30/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM CONTABILIDADE,10/30/2024,SALDADO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/30/2024,ATIVO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/30/2024,ATIVO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/30/2024,SALDADO,1
São Paulo,18-29,MASCULINO ,EJA,10/30/2024,ATIVO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/30/2024,FORMADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/30/2024,DESISTENTE OU TRANCADO,0
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/30/2024,TRANSFERIDO,0
São Paulo,18-29,MASCULINO ,TÉCNICO EM SEGURANÇA DO TRABALHO,10/30/2024,SALDADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/30/2024,SALDADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/30/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM ELETROTÉCNICA,10/30/2024,SALDADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM SECRETARIADO,10/30/2024,ATIVO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM SEGURANÇA DO TRABALHO,10/30/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/30/2024,DESISTENTE OU TRANCADO,0
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/30/2024,ATIVO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/30/2024,FORMADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/30/2024,SALDADO,1
Minas Gerais,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/31/2024,FORMADO,1
Minas Gerais,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/31/2024,SALDADO,1
Minas Gerais,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/31/2024,SALDADO,1
Paraná,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/31/2024,SALDADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/31/2024,DESISTENTE OU TRANCADO,0
Paraná,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/31/2024,SALDADO,1
São Paulo,18-29,FEMININO  ,EJA,10/31/2024,DESISTENTE OU TRANCADO,0
São Paulo,18-29,FEMININO  ,TÉCNICO EM SECRETARIADO,10/31/2024,ATIVO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/31/2024,ATIVO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM SEGURANÇA DO TRABALHO,10/31/2024,ATIVO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/31/2024,ATIVO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM SEGURANÇA DO TRABALHO,10/31/2024,SALDADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/31/2024,DESISTENTE OU TRANCADO,0
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/31/2024,DESISTENTE OU TRANCADO,0
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/31/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM MECATRÔNICA,10/31/2024,SALDADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/31/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/31/2024,SALDADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM MECATRÔNICA,10/31/2024,ATIVO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/31/2024,FORMADO,1
São Paulo,30+,MASCULINO ,EJA,10/31/2024,DESISTENTE OU TRANCADO,0
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/31/2024,ATIVO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/31/2024,SALDADO,1
São Paulo,30+,FEMININO  ,EJA,10/31/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,10/31/2024,ATIVO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,11/1/2024,ATIVO,1
Paraná,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,11/1/2024,ATIVO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,11/1/2024,DESISTENTE OU TRANCADO,0
Minas Gerais,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,11/1/2024,FORMADO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,11/1/2024,SALDADO,1
São Paulo,18-29,FEMININO  ,EJA,11/1/2024,ATIVO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,11/1/2024,ATIVO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,11/1/2024,ATIVO,1
São Paulo,30+,FEMININO  ,EJA,11/1/2024,ATIVO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,11/1/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM ELETROTÉCNICA,11/1/2024,DESISTENTE OU TRANCADO,0
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,11/1/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM SEGURANÇA DO TRABALHO,11/1/2024,ATIVO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM SECRETARIADO,11/1/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,11/1/2024,ATIVO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,11/1/2024,SALDADO,1
São Paulo,30+,MASCULINO ,EJA,11/2/2024,SALDADO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,11/2/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,11/2/2024,SALDADO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM ELETRÔNICA,11/2/2024,SALDADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM ELETRÔNICA,11/2/2024,ATIVO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM ELETROTÉCNICA,11/2/2024,ATIVO,1
Minas Gerais,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,11/3/2024,SALDADO,1
Minas Gerais,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,11/3/2024,SALDADO,1
Paraná,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,11/3/2024,SALDADO,1
Paraná,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,11/4/2024,SALDADO,1
Minas Gerais,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,11/4/2024,FORMADO,1
Paraná,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,11/4/2024,SALDADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM MECATRÔNICA,11/4/2024,SALDADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,11/4/2024,ATIVO,1
Paraná,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,11/4/2024,SALDADO,1
São Paulo,18-29,FEMININO  ,EJA,11/4/2024,CURSO SEM CERTIFICACAO (CONCLUIDO),0
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,11/4/2024,ATIVO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,11/4/2024,SALDADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,11/4/2024,FORMADO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,11/4/2024,SALDADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,11/4/2024,SALDADO,1
São Paulo,30+,MASCULINO ,EJA,11/4/2024,ATIVO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,11/4/2024,ATIVO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM ELETRÔNICA,11/4/2024,ATIVO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,11/4/2024,FORMADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM CONTABILIDADE,11/4/2024,ATIVO,1
